methodology_version,fold_id,dataset,split,recording_id,group_id,original_label,mapped_label_if_applicable,grouping_type,source_file,sampling_rate_hz,rpm,load,fault_type,fault_severity,bearing_position,session,experiment_id,temporal_block_id,temporal_start_sample,temporal_end_sample,guard_before,guard_after,is_usable,notes
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec06,hit_data4_rec06,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3600.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3600_hp4320,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec07,hit_data4_rec07,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3700.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3700_hp4440,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec08,hit_data4_rec08,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3800.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3800_hp4560,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec09,hit_data4_rec09,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3900.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3900_hp4680,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,validation,hit_data4_rec10,hit_data4_rec10,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4000.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4000_hp4800,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec11,hit_data4_rec11,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4100.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4100_hp4920,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,validation,hit_data4_rec12,hit_data4_rec12,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4200.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4200_hp5040,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec13,hit_data4_rec13,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4300.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4300_hp5160,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec14,hit_data4_rec14,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4400.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4400_hp5280,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec15,hit_data4_rec15,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4500.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4500_hp5400,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec16,hit_data4_rec16,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4600.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4600_hp5520,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,test,hit_data4_rec17,hit_data4_rec17,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4700.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4700_hp5640,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec18,hit_data4_rec18,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4800.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4800_hp5760,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec19,hit_data4_rec19,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,4900.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp4900_hp5880,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec20,hit_data4_rec20,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,5000.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp5000_hp6000,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec21,hit_data4_rec21,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3000.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3000_hp3600,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,test,hit_data4_rec22,hit_data4_rec22,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3000.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3000_hp3900,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,test,hit_data4_rec23,hit_data4_rec23,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3000.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3000_hp4200,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec24,hit_data4_rec24,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3000.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3000_hp4500,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,validation,hit_data4_rec25,hit_data4_rec25,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3000.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3000_hp4800,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data4_rec26,hit_data4_rec26,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3000.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3000_hp5100,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,test,hit_data4_rec27,hit_data4_rec27,1,InnerRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,25000,3000.0,,inner_race,"depth 0.5 mm, length 1.0 mm",inter_shaft,hit_data4,hit_data4_lp3000_hp5400,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec00,hit_data5_rec00,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,1000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp1000_hp1200,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec01,hit_data5_rec01,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,1500.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp1500_hp1800,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec02,hit_data5_rec02,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,2000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp2000_hp2400,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec03,hit_data5_rec03,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,2500.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp2500_hp3000,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec04,hit_data5_rec04,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3000_hp3600,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,validation,hit_data5_rec05,hit_data5_rec05,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3500.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3500_hp4200,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,test,hit_data5_rec06,hit_data5_rec06,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3600.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3600_hp4320,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,test,hit_data5_rec07,hit_data5_rec07,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3700.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3700_hp4440,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec08,hit_data5_rec08,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3800.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3800_hp4560,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec09,hit_data5_rec09,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3900.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3900_hp4680,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,validation,hit_data5_rec10,hit_data5_rec10,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,4000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp4000_hp4800,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec11,hit_data5_rec11,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,4100.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp4100_hp4920,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec12,hit_data5_rec12,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,4200.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp4200_hp5040,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,test,hit_data5_rec13,hit_data5_rec13,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,4300.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp4300_hp5160,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec14,hit_data5_rec14,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,4400.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp4400_hp5280,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,test,hit_data5_rec15,hit_data5_rec15,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,4500.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp4500_hp5400,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec16,hit_data5_rec16,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,4600.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp4600_hp5520,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,validation,hit_data5_rec17,hit_data5_rec17,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,5000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp5000_hp6000,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec18,hit_data5_rec18,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3000_hp3600,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec19,hit_data5_rec19,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3000_hp3900,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec20,hit_data5_rec20,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3000_hp4200,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec21,hit_data5_rec21,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3000_hp4500,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec22,hit_data5_rec22,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3000_hp4800,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,train,hit_data5_rec23,hit_data5_rec23,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3000_hp5100,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,HIT,validation,hit_data5_rec24,hit_data5_rec24,2,OuterRace,session_x_speed_group_recording,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,25000,3000.0,,outer_race,"depth 0.5 mm, length 0.5 mm",inter_shaft,hit_data5,hit_data5_lp3000_hp5400,,,,,,True,"full Drive release only; split seed 102; rpm column = LP speed, HP in experiment_id; all channels/series of this group inherit this split"
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_12.288,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/12.288.csv,50000,737.28,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_13.5168,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/13.5168.csv,50000,811.008,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_14.5408,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/14.5408.csv,50000,872.4480000000001,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_15.36,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/15.36.csv,50000,921.6,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_16.384,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/16.384.csv,50000,983.04,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_17.408,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/17.408.csv,50000,1044.48,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_18.8416,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/18.8416.csv,50000,1130.496,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_19.6608,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/19.6608.csv,50000,1179.648,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_20.48,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/20.48.csv,50000,1228.8,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_21.504,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/21.504.csv,50000,1290.24,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_22.528,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/22.528.csv,50000,1351.6799999999998,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_23.552,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/23.552.csv,50000,1413.12,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_24.3712,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/24.3712.csv,50000,1462.2720000000002,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_24.7808,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/24.7808.csv,50000,1486.848,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_25.8048,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/25.8048.csv,50000,1548.288,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_26.8288,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/26.8288.csv,50000,1609.728,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
methodology_v2.part2.v1,2,MAFAULDA,validation,mafaulda_horizontal-misalignment_0.5mm_28.672,mafaulda_horizontal-misalignment_0.5mm,horizontal-misalignment,Misalignment_NON_BEARING,fault_configuration,data/raw_mafaulda/full/horizontal-misalignment/0.5mm/28.672.csv,50000,1720.32,,horizontal_misalignment,0.5mm,,,mafaulda_horizontal-misalignment_0.5mm,,,,,,True,split seed 202; operational folder taxonomy kept verbatim (naming caveat M2 not remapped)
