window_id,dataset,class,rpm,sampling_rate_hz,n_fft,hop_ratio,transform,spectral_entropy_norm,grad_energy_freq,grad_energy_time,mean_resolvable_peaks_per_frame,mean_peak_neighbour_contrast,l1_l2_concentration
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,1024,0.5,log1p,0.9696,0.4811,0.5673,21.94,0.7176,0.8453
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,2048,0.25,log1p,0.9766,0.4874,0.458,39.71,0.7546,0.8643
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,2048,0.5,log1p,0.9761,0.4856,0.5703,39.52,0.7688,0.8648
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,4096,0.25,log1p,0.9816,0.4976,0.4666,74.05,0.805,0.8819
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,4096,0.5,log1p,0.9814,0.495,0.5777,74.55,0.8071,0.8813
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,256,0.25,log1p,0.9642,0.5525,0.5252,3.67,0.7105,0.8567
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,256,0.5,log1p,0.9641,0.5535,0.6482,3.71,0.7039,0.8566
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,512,0.25,log1p,0.9732,0.5777,0.5341,6.96,0.9401,0.8755
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,512,0.5,log1p,0.9732,0.5741,0.6598,6.95,0.9441,0.8758
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,1024,0.25,log1p,0.9798,0.6001,0.5507,10.84,1.1463,0.8937
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,1024,0.5,log1p,0.9798,0.5983,0.6858,10.74,1.1427,0.8939
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,2048,0.25,log1p,0.9844,0.6105,0.5731,18.09,1.0864,0.9089
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,2048,0.5,log1p,0.9843,0.6106,0.712,18.09,1.0998,0.9089
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,4096,0.25,log1p,0.9878,0.6126,0.5876,29.76,1.0695,0.9216
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,3000.0,25000,4096,0.5,log1p,0.9879,0.6107,0.7261,28.73,1.0851,0.9222
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,256,0.25,log1p,0.9115,0.3531,0.2866,6.76,0.6038,0.7045
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,256,0.5,log1p,0.9113,0.3529,0.3523,6.71,0.6057,0.704
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,512,0.25,log1p,0.9298,0.3696,0.3004,13.12,0.6471,0.7236
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,512,0.5,log1p,0.9296,0.3695,0.3797,13.16,0.6548,0.7234
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,1024,0.25,log1p,0.9439,0.3715,0.3196,24.6,0.7146,0.745
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,1024,0.5,log1p,0.9439,0.3699,0.402,24.91,0.7059,0.7452
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,2048,0.25,log1p,0.9555,0.3641,0.3313,44.78,0.6975,0.7704
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,2048,0.5,log1p,0.9555,0.3626,0.4033,43.96,0.6855,0.7704
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,4096,0.25,log1p,0.9647,0.3782,0.3411,81.14,0.7785,0.7957
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,4096,0.5,log1p,0.9647,0.3791,0.4231,83.09,0.7733,0.7956
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,256,0.25,log1p,0.9494,0.4707,0.4304,5.38,0.657,0.8085
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,256,0.5,log1p,0.9493,0.4745,0.5513,5.45,0.6746,0.8082
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,512,0.25,log1p,0.96,0.4764,0.4404,10.12,0.6912,0.8253
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,512,0.5,log1p,0.9599,0.4799,0.5564,10.16,0.6839,0.8251
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,1024,0.25,log1p,0.9691,0.4764,0.4517,17.67,0.7278,0.8446
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,1024,0.5,log1p,0.969,0.4791,0.5663,17.83,0.7136,0.8443
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,2048,0.25,log1p,0.976,0.479,0.4603,30.16,0.7485,0.8635
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,2048,0.5,log1p,0.9762,0.4821,0.5742,29.78,0.7568,0.8641
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,4096,0.25,log1p,0.981,0.4905,0.4719,52.9,0.7985,0.8814
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,1000.0,25000,4096,0.5,log1p,0.9809,0.4884,0.5853,53.73,0.7897,0.8817
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,256,0.25,log1p,0.9552,0.4858,0.4596,5.4,0.6217,0.8188
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,256,0.5,log1p,0.9554,0.486,0.5647,5.51,0.6274,0.8199
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,512,0.25,log1p,0.9662,0.509,0.4706,9.74,0.7581,0.8405
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,512,0.5,log1p,0.9663,0.5125,0.5884,9.84,0.759,0.8415
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,1024,0.25,log1p,0.974,0.5202,0.4816,17.77,0.7283,0.8606
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,1024,0.5,log1p,0.9739,0.5212,0.5993,18.09,0.727,0.8607
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,2048,0.25,log1p,0.9796,0.5221,0.4968,33.22,0.7344,0.8782
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,2048,0.5,log1p,0.9796,0.518,0.6164,33.74,0.7423,0.8784
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,4096,0.25,log1p,0.984,0.5257,0.5097,61.9,0.766,0.8941
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,3000.0,25000,4096,0.5,log1p,0.9839,0.5214,0.63,60.82,0.7773,0.8935
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,256,0.25,log1p,0.927,0.3882,0.3535,5.02,0.697,0.764
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,256,0.5,log1p,0.9271,0.3872,0.4467,4.89,0.7049,0.7642
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,512,0.25,log1p,0.9415,0.3943,0.3636,7.83,0.8807,0.7791
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,512,0.5,log1p,0.9415,0.3959,0.4583,7.79,0.8804,0.7792
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,1024,0.25,log1p,0.9531,0.3843,0.3663,11.14,0.8701,0.7967
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,1024,0.5,log1p,0.9527,0.3838,0.4609,11.06,0.8811,0.7971
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,2048,0.25,log1p,0.9626,0.3814,0.3654,15.38,0.8832,0.8149
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,2048,0.5,log1p,0.9624,0.3778,0.4472,15.83,0.8519,0.815
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,4096,0.25,log1p,0.97,0.383,0.3644,22.1,0.9003,0.8331
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,1000.0,25000,4096,0.5,log1p,0.97,0.383,0.4533,22.55,0.9214,0.833
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,256,0.25,log1p,0.9549,0.4849,0.4671,3.81,0.6691,0.8266
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,256,0.5,log1p,0.9548,0.4852,0.5828,3.7,0.6718,0.8267
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,512,0.25,log1p,0.9654,0.4912,0.4661,6.49,0.7629,0.846
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,512,0.5,log1p,0.9651,0.4889,0.5834,6.49,0.7549,0.8463
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,1024,0.25,log1p,0.9735,0.5081,0.4807,10.91,0.9547,0.8653
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,1024,0.5,log1p,0.9736,0.5103,0.592,10.96,0.9556,0.8655
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,2048,0.25,log1p,0.9797,0.5282,0.4903,16.71,1.1096,0.8847
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,2048,0.5,log1p,0.9795,0.5266,0.6089,16.83,1.0995,0.8848
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,4096,0.25,log1p,0.9845,0.5404,0.5147,27.1,1.1595,0.9017
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,4400.0,25000,4096,0.5,log1p,0.9843,0.5405,0.636,26.64,1.1616,0.9016
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,256,0.25,log1p,0.9597,0.5123,0.498,2.71,0.6666,0.84
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,256,0.5,log1p,0.9596,0.5132,0.6251,2.71,0.679,0.8401
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,512,0.25,log1p,0.9689,0.5196,0.4926,4.78,0.7807,0.8589
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,512,0.5,log1p,0.9689,0.5177,0.6102,4.82,0.7701,0.8587
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,1024,0.25,log1p,0.9763,0.5395,0.5049,8.2,0.9544,0.8775
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,1024,0.5,log1p,0.9759,0.5379,0.6248,8.02,0.9505,0.8772
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,2048,0.25,log1p,0.9821,0.5621,0.5216,14.27,1.2147,0.896
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,2048,0.5,log1p,0.9821,0.5628,0.6509,14.48,1.2214,0.8961
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,4096,0.25,log1p,0.9861,0.5702,0.5392,23.81,1.3007,0.9116
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,3000.0,25000,4096,0.5,log1p,0.9859,0.5719,0.6711,24.0,1.2998,0.9115
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,256,0.25,log1p,0.9786,0.5287,0.6216,1.84,0.5924,0.9126
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,256,0.5,log1p,0.9785,0.5295,0.8501,1.82,0.6145,0.9123
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,512,0.25,log1p,0.984,0.5155,0.6507,2.85,0.6393,0.9252
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,512,0.5,log1p,0.9842,0.5169,0.8892,2.92,0.6331,0.9258
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,1024,0.25,log1p,0.9881,0.5147,0.7006,4.34,0.5979,0.9368
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,1024,0.5,log1p,0.9881,0.5344,0.9871,4.3,0.61,0.9367
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,2048,0.25,log1p,0.9912,0.5183,0.726,5.2,0.6959,0.9477
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,2048,0.5,log1p,0.991,0.5153,0.9443,5.0,0.7204,0.9476
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,4096,0.25,log1p,0.993,0.5913,0.6878,5.91,0.7177,0.9561
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,1000.0,50000,4096,0.5,log1p,0.993,0.5908,0.8689,5.65,0.6836,0.956
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,256,0.25,log1p,0.9646,0.4917,0.5367,3.71,0.4886,0.8525
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,256,0.5,log1p,0.9645,0.4937,0.7164,3.68,0.4886,0.8526
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,512,0.25,log1p,0.9731,0.4881,0.5619,6.41,0.5535,0.8715
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,512,0.5,log1p,0.9729,0.4826,0.7816,6.41,0.5637,0.8708
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,1024,0.25,log1p,0.9798,0.4903,0.6086,10.16,0.6413,0.892
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,1024,0.5,log1p,0.9797,0.5179,0.7997,10.12,0.6403,0.8935
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,2048,0.25,log1p,0.9851,0.5074,0.6664,16.51,0.7826,0.9124
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,2048,0.5,log1p,0.985,0.5043,0.9609,17.11,0.7697,0.9118
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,4096,0.25,log1p,0.9894,0.5153,0.7122,21.11,0.8211,0.9312
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,600.0,50000,4096,0.5,log1p,0.9891,0.5067,0.9873,20.57,0.8258,0.9305
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,256,0.25,log1p,0.9743,0.4978,0.579,2.47,0.5325,0.8951
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,256,0.5,log1p,0.9744,0.4944,0.7917,2.43,0.5349,0.8955
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,512,0.25,log1p,0.9805,0.482,0.6118,4.13,0.6201,0.9091
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,512,0.5,log1p,0.9804,0.4853,0.8514,4.09,0.6352,0.9087
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,1024,0.25,log1p,0.9854,0.4741,0.6485,5.98,0.598,0.923
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,1024,0.5,log1p,0.9852,0.4789,0.9268,5.98,0.6013,0.9228
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,2048,0.25,log1p,0.9891,0.4897,0.7261,7.74,0.6299,0.9369
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,2048,0.5,log1p,0.9889,0.4902,0.9823,7.81,0.6223,0.9366
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,4096,0.25,log1p,0.992,0.5306,0.7132,8.8,0.6499,0.9488
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,800.0,50000,4096,0.5,log1p,0.992,0.544,0.9288,9.48,0.6785,0.9482
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,256,0.25,log1p,0.975,0.6332,0.6418,2.51,0.6275,0.8979
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,256,0.5,log1p,0.9751,0.6301,0.8134,2.44,0.6224,0.8984
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,512,0.25,log1p,0.9813,0.6456,0.658,4.3,0.763,0.912
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,512,0.5,log1p,0.9811,0.6468,0.8327,4.26,0.7794,0.9117
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,1024,0.25,log1p,0.9859,0.6549,0.6712,7.37,0.7646,0.9248
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,1024,0.5,log1p,0.986,0.6551,0.8423,7.57,0.7511,0.9252
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,2048,0.25,log1p,0.9893,0.6669,0.6802,13.07,0.8542,0.9364
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,2048,0.5,log1p,0.9889,0.6736,0.848,13.45,0.8635,0.9369
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,4096,0.25,log1p,0.9917,0.6785,0.6829,21.6,0.8903,0.9462
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,1000.0,50000,4096,0.5,log1p,0.9917,0.6832,0.8452,21.65,0.8798,0.9464
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,256,0.25,log1p,0.9585,0.5433,0.5485,5.03,0.4541,0.8332
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,256,0.5,log1p,0.9585,0.5448,0.7069,5.04,0.4509,0.8333
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,512,0.25,log1p,0.9671,0.5473,0.5587,8.63,0.5242,0.8494
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,512,0.5,log1p,0.9669,0.5478,0.7197,8.54,0.5288,0.849
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,1024,0.25,log1p,0.9748,0.5664,0.583,14.0,0.6813,0.8683
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,1024,0.5,log1p,0.9747,0.5666,0.7504,14.05,0.673,0.8681
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,2048,0.25,log1p,0.9804,0.5813,0.5988,23.2,0.7323,0.8871
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,2048,0.5,log1p,0.9804,0.5847,0.7614,23.36,0.7324,0.8877
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,4096,0.25,log1p,0.9849,0.6007,0.6095,38.16,0.7553,0.9028
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,600.0,50000,4096,0.5,log1p,0.9847,0.5817,0.7691,37.61,0.7462,0.9027
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,256,0.25,log1p,0.9702,0.6198,0.6224,3.03,0.579,0.8806
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,256,0.5,log1p,0.9702,0.6193,0.7926,2.97,0.568,0.8809
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,512,0.25,log1p,0.9773,0.6267,0.6325,5.31,0.7064,0.8952
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,512,0.5,log1p,0.9773,0.623,0.8002,5.29,0.7042,0.8952
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,1024,0.25,log1p,0.9824,0.6381,0.6467,8.76,0.7859,0.909
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,1024,0.5,log1p,0.9824,0.6356,0.8216,8.58,0.7947,0.9091
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,2048,0.25,log1p,0.9866,0.6485,0.6611,13.05,0.8428,0.9219
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,2048,0.5,log1p,0.9864,0.6509,0.83,12.49,0.8321,0.9219
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,4096,0.25,log1p,0.9898,0.6589,0.6631,22.0,0.8965,0.9338
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,800.0,50000,4096,0.5,log1p,0.9898,0.6595,0.8241,21.65,0.9207,0.9341
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,256,0.25,log1p,0.9659,0.2708,0.5379,2.7,0.3675,0.8623
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,256,0.5,log1p,0.966,0.2724,0.8784,2.64,0.3684,0.863
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,512,0.25,log1p,0.9779,0.2556,0.7254,2.83,0.3392,0.9009
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,512,0.5,log1p,0.9776,0.2559,1.0962,2.74,0.3235,0.9006
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,1024,0.25,log1p,0.9855,0.2969,0.583,1.37,0.1747,0.9298
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,1024,0.5,log1p,0.9857,0.2929,0.7886,1.14,0.1597,0.9312
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,2048,0.25,log1p,0.9887,0.4703,0.5507,0.28,0.1275,0.9386
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,2048,0.5,log1p,0.9888,0.4513,0.6361,0.36,0.114,0.9395
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,4096,0.25,log1p,0.9909,0.5237,0.5059,0.11,0.1241,0.9446
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,1000.0,50000,4096,0.5,log1p,0.991,0.5138,0.5965,0.13,0.1499,0.9448
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,256,0.25,log1p,0.9535,0.2518,0.472,4.05,0.3492,0.8096
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,256,0.5,log1p,0.9537,0.2509,0.756,4.11,0.347,0.8099
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,512,0.25,log1p,0.9682,0.2423,0.6051,5.75,0.3767,0.8529
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,512,0.5,log1p,0.9682,0.243,0.9991,5.75,0.3672,0.8526
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,1024,0.25,log1p,0.9809,0.2536,0.7859,4.23,0.5262,0.9062
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,1024,0.5,log1p,0.9808,0.2554,1.0806,4.56,0.5262,0.9055
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,2048,0.25,log1p,0.9858,0.4309,0.5609,1.72,0.9784,0.9248
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,2048,0.5,log1p,0.9858,0.4243,0.6585,1.77,1.0579,0.9248
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,4096,0.25,log1p,0.9882,0.5496,0.5232,1.53,1.7884,0.9304
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,600.0,50000,4096,0.5,log1p,0.9881,0.5551,0.6555,1.48,1.9725,0.9304
f1:JNU:jnu_ob800_2:B:acc_vertical:train:125100-175100,JNU,ob,800.0,50000,256,0.25,log1p,0.9635,0.2489,0.5178,2.82,0.3277,0.8538
f1:JNU:jnu_ob800_2:B:acc_vertical:train:125100-175100,JNU,ob,800.0,50000,256,0.5,log1p,0.9635,0.2492,0.8517,2.8,0.3291,0.8536
f1:JNU:jnu_ob800_2:B:acc_vertical:train:125100-175100,JNU,ob,800.0,50000,512,0.25,log1p,0.9755,0.2364,0.7072,3.12,0.3444,0.8917
f1:JNU:jnu_ob800_2:B:acc_vertical:train:125100-175100,JNU,ob,800.0,50000,512,0.5,log1p,0.9756,0.2345,1.1922,3.12,0.3365,0.8922
f1:JNU:jnu_ob800_2:B:acc_vertical:train:125100-175100,JNU,ob,800.0,50000,1024,0.25,log1p,0.984,0.2452,0.596,0.28,0.1318,0.9261
f1:JNU:jnu_ob800_2:B:acc_vertical:train:125100-175100,JNU,ob,800.0,50000,1024,0.5,log1p,0.984,0.2411,0.6358,0.27,0.1332,0.9263
f1:JNU:jnu_ob800_2:B:acc_vertical:train:125100-175100,JNU,ob,800.0,50000,2048,0.25,log1p,0.9864,0.5064,0.4831,0.13,0.1432,0.9297
f1:JNU:jnu_ob800_2:B:acc_vertical:train:125100-175100,JNU,ob,800.0,50000,2048,0.5,log1p,0.9864,0.4896,0.5682,0.11,0.126,0.93
