methodology_version,fold_id,dataset,split,window_id,group_id,recording_id,source_file,source_fragment_ids,original_label,mapped_label,channel,native_sampling_rate_hz,window_duration_seconds,stride_seconds,start_sample,end_sample,start_time_seconds,end_time_seconds,rpm,load,fault_type,fault_severity,session,speed_group,temporal_block_id,crosses_source_fragment_boundary,fragment_boundaries_crossed,parent_part2_identity,notes
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_26.624:col3_underhang_radial:train:100000-150000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_26.624,data/raw_mafaulda/full/imbalance/15g/26.624.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,1597.4399999999998,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_26.624,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_26.624:col3_underhang_radial:train:125000-175000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_26.624,data/raw_mafaulda/full/imbalance/15g/26.624.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,1597.4399999999998,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_26.624,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_26.624:col3_underhang_radial:train:150000-200000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_26.624,data/raw_mafaulda/full/imbalance/15g/26.624.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,1597.4399999999998,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_26.624,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_26.624:col3_underhang_radial:train:175000-225000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_26.624,data/raw_mafaulda/full/imbalance/15g/26.624.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,1597.4399999999998,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_26.624,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_26.624:col3_underhang_radial:train:200000-250000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_26.624,data/raw_mafaulda/full/imbalance/15g/26.624.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,1597.4399999999998,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_26.624,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_27.8528:col3_underhang_radial:train:0-50000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_27.8528,data/raw_mafaulda/full/imbalance/15g/27.8528.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,1671.168,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_27.8528,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_27.8528:col3_underhang_radial:train:25000-75000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_27.8528,data/raw_mafaulda/full/imbalance/15g/27.8528.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,1671.168,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_27.8528,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_27.8528:col3_underhang_radial:train:50000-100000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_27.8528,data/raw_mafaulda/full/imbalance/15g/27.8528.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,1671.168,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_27.8528,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_27.8528:col3_underhang_radial:train:75000-125000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_27.8528,data/raw_mafaulda/full/imbalance/15g/27.8528.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,1671.168,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_27.8528,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_27.8528:col3_underhang_radial:train:100000-150000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_27.8528,data/raw_mafaulda/full/imbalance/15g/27.8528.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,1671.168,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_27.8528,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_27.8528:col3_underhang_radial:train:125000-175000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_27.8528,data/raw_mafaulda/full/imbalance/15g/27.8528.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,1671.168,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_27.8528,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_27.8528:col3_underhang_radial:train:150000-200000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_27.8528,data/raw_mafaulda/full/imbalance/15g/27.8528.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,1671.168,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_27.8528,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_27.8528:col3_underhang_radial:train:175000-225000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_27.8528,data/raw_mafaulda/full/imbalance/15g/27.8528.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,1671.168,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_27.8528,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_27.8528:col3_underhang_radial:train:200000-250000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_27.8528,data/raw_mafaulda/full/imbalance/15g/27.8528.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,1671.168,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_27.8528,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_28.672:col3_underhang_radial:train:0-50000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_28.672,data/raw_mafaulda/full/imbalance/15g/28.672.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,1720.32,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_28.672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_28.672:col3_underhang_radial:train:25000-75000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_28.672,data/raw_mafaulda/full/imbalance/15g/28.672.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,1720.32,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_28.672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_28.672:col3_underhang_radial:train:50000-100000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_28.672,data/raw_mafaulda/full/imbalance/15g/28.672.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,1720.32,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_28.672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_28.672:col3_underhang_radial:train:75000-125000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_28.672,data/raw_mafaulda/full/imbalance/15g/28.672.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,1720.32,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_28.672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_28.672:col3_underhang_radial:train:100000-150000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_28.672,data/raw_mafaulda/full/imbalance/15g/28.672.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,1720.32,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_28.672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_28.672:col3_underhang_radial:train:125000-175000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_28.672,data/raw_mafaulda/full/imbalance/15g/28.672.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,1720.32,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_28.672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_28.672:col3_underhang_radial:train:150000-200000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_28.672,data/raw_mafaulda/full/imbalance/15g/28.672.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,1720.32,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_28.672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_28.672:col3_underhang_radial:train:175000-225000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_28.672,data/raw_mafaulda/full/imbalance/15g/28.672.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,1720.32,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_28.672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_28.672:col3_underhang_radial:train:200000-250000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_28.672,data/raw_mafaulda/full/imbalance/15g/28.672.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,1720.32,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_28.672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_29.696:col3_underhang_radial:train:0-50000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_29.696,data/raw_mafaulda/full/imbalance/15g/29.696.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,1781.76,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_29.696,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_29.696:col3_underhang_radial:train:25000-75000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_29.696,data/raw_mafaulda/full/imbalance/15g/29.696.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,1781.76,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_29.696,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_29.696:col3_underhang_radial:train:50000-100000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_29.696,data/raw_mafaulda/full/imbalance/15g/29.696.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,1781.76,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_29.696,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_29.696:col3_underhang_radial:train:75000-125000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_29.696,data/raw_mafaulda/full/imbalance/15g/29.696.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,1781.76,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_29.696,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_29.696:col3_underhang_radial:train:100000-150000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_29.696,data/raw_mafaulda/full/imbalance/15g/29.696.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,1781.76,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_29.696,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_29.696:col3_underhang_radial:train:125000-175000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_29.696,data/raw_mafaulda/full/imbalance/15g/29.696.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,1781.76,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_29.696,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_29.696:col3_underhang_radial:train:150000-200000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_29.696,data/raw_mafaulda/full/imbalance/15g/29.696.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,1781.76,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_29.696,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_29.696:col3_underhang_radial:train:175000-225000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_29.696,data/raw_mafaulda/full/imbalance/15g/29.696.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,1781.76,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_29.696,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_29.696:col3_underhang_radial:train:200000-250000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_29.696,data/raw_mafaulda/full/imbalance/15g/29.696.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,1781.76,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_29.696,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_30.9248:col3_underhang_radial:train:0-50000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_30.9248,data/raw_mafaulda/full/imbalance/15g/30.9248.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,1855.488,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_30.9248,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_30.9248:col3_underhang_radial:train:25000-75000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_30.9248,data/raw_mafaulda/full/imbalance/15g/30.9248.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,1855.488,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_30.9248,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_30.9248:col3_underhang_radial:train:50000-100000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_30.9248,data/raw_mafaulda/full/imbalance/15g/30.9248.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,1855.488,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_30.9248,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_30.9248:col3_underhang_radial:train:75000-125000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_30.9248,data/raw_mafaulda/full/imbalance/15g/30.9248.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,1855.488,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_30.9248,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_30.9248:col3_underhang_radial:train:100000-150000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_30.9248,data/raw_mafaulda/full/imbalance/15g/30.9248.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,1855.488,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_30.9248,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_30.9248:col3_underhang_radial:train:125000-175000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_30.9248,data/raw_mafaulda/full/imbalance/15g/30.9248.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,1855.488,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_30.9248,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_30.9248:col3_underhang_radial:train:150000-200000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_30.9248,data/raw_mafaulda/full/imbalance/15g/30.9248.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,1855.488,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_30.9248,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_30.9248:col3_underhang_radial:train:175000-225000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_30.9248,data/raw_mafaulda/full/imbalance/15g/30.9248.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,1855.488,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_30.9248,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_30.9248:col3_underhang_radial:train:200000-250000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_30.9248,data/raw_mafaulda/full/imbalance/15g/30.9248.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,1855.488,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_30.9248,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_31.744:col3_underhang_radial:train:0-50000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_31.744,data/raw_mafaulda/full/imbalance/15g/31.744.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,1904.64,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_31.744,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_31.744:col3_underhang_radial:train:25000-75000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_31.744,data/raw_mafaulda/full/imbalance/15g/31.744.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,1904.64,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_31.744,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_31.744:col3_underhang_radial:train:50000-100000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_31.744,data/raw_mafaulda/full/imbalance/15g/31.744.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,1904.64,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_31.744,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_31.744:col3_underhang_radial:train:75000-125000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_31.744,data/raw_mafaulda/full/imbalance/15g/31.744.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,1904.64,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_31.744,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_31.744:col3_underhang_radial:train:100000-150000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_31.744,data/raw_mafaulda/full/imbalance/15g/31.744.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,1904.64,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_31.744,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_31.744:col3_underhang_radial:train:125000-175000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_31.744,data/raw_mafaulda/full/imbalance/15g/31.744.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,1904.64,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_31.744,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_31.744:col3_underhang_radial:train:150000-200000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_31.744,data/raw_mafaulda/full/imbalance/15g/31.744.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,1904.64,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_31.744,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_31.744:col3_underhang_radial:train:175000-225000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_31.744,data/raw_mafaulda/full/imbalance/15g/31.744.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,1904.64,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_31.744,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_31.744:col3_underhang_radial:train:200000-250000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_31.744,data/raw_mafaulda/full/imbalance/15g/31.744.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,1904.64,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_31.744,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_33.5872:col3_underhang_radial:train:0-50000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_33.5872,data/raw_mafaulda/full/imbalance/15g/33.5872.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,2015.232,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_33.5872,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_33.5872:col3_underhang_radial:train:25000-75000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_33.5872,data/raw_mafaulda/full/imbalance/15g/33.5872.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,2015.232,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_33.5872,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_33.5872:col3_underhang_radial:train:50000-100000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_33.5872,data/raw_mafaulda/full/imbalance/15g/33.5872.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,2015.232,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_33.5872,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_33.5872:col3_underhang_radial:train:75000-125000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_33.5872,data/raw_mafaulda/full/imbalance/15g/33.5872.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,2015.232,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_33.5872,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_33.5872:col3_underhang_radial:train:100000-150000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_33.5872,data/raw_mafaulda/full/imbalance/15g/33.5872.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,2015.232,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_33.5872,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_33.5872:col3_underhang_radial:train:125000-175000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_33.5872,data/raw_mafaulda/full/imbalance/15g/33.5872.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,2015.232,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_33.5872,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_imbalance_15g_33.5872:col3_underhang_radial:train:150000-200000,mafaulda_imbalance_15g,mafaulda_imbalance_15g_33.5872,data/raw_mafaulda/full/imbalance/15g/33.5872.csv,,imbalance,Imbalance_NON_BEARING,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,2015.232,15g,imbalance,15g,,,,False,,MAFAULDA:mafaulda_imbalance_15g_33.5872,
