logical_group_id,session,speed_group,label,channel,source_file,ordered_fragment_ids,fragment_length_samples,n_fragments,cumulative_offsets,total_stream_samples,native_sampling_rate_hz
hit_data4_rec00,hit_data4,hit_data4_lp1000_hp1200,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec01,hit_data4,hit_data4_lp1500_hp1800,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec02,hit_data4,hit_data4_lp2000_hp2400,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec03,hit_data4,hit_data4_lp2500_hp3000,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec04,hit_data4,hit_data4_lp3000_hp3600,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec05,hit_data4,hit_data4_lp3500_hp4200,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec06,hit_data4,hit_data4_lp3600_hp4320,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec07,hit_data4,hit_data4_lp3700_hp4440,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec08,hit_data4,hit_data4_lp3800_hp4560,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec09,hit_data4,hit_data4_lp3900_hp4680,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec10,hit_data4,hit_data4_lp4000_hp4800,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec11,hit_data4,hit_data4_lp4100_hp4920,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec12,hit_data4,hit_data4_lp4200_hp5040,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec13,hit_data4,hit_data4_lp4300_hp5160,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec14,hit_data4,hit_data4_lp4400_hp5280,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec15,hit_data4,hit_data4_lp4500_hp5400,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec16,hit_data4,hit_data4_lp4600_hp5520,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec17,hit_data4,hit_data4_lp4700_hp5640,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec18,hit_data4,hit_data4_lp4800_hp5760,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec19,hit_data4,hit_data4_lp4900_hp5880,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec20,hit_data4,hit_data4_lp5000_hp6000,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec21,hit_data4,hit_data4_lp3000_hp3600,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec22,hit_data4,hit_data4_lp3000_hp3900,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec23,hit_data4,hit_data4_lp3000_hp4200,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec24,hit_data4,hit_data4_lp3000_hp4500,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec25,hit_data4,hit_data4_lp3000_hp4800,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec26,hit_data4,hit_data4_lp3000_hp5100,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data4_rec27,hit_data4,hit_data4_lp3000_hp5400,1,ch3,data/raw_hit/gdrive_full/HIT-dataset/data4.npy,"486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec00,hit_data5,hit_data5_lp1000_hp1200,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec01,hit_data5,hit_data5_lp1500_hp1800,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec02,hit_data5,hit_data5_lp2000_hp2400,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec03,hit_data5,hit_data5_lp2500_hp3000,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec04,hit_data5,hit_data5_lp3000_hp3600,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec05,hit_data5,hit_data5_lp3500_hp4200,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec06,hit_data5,hit_data5_lp3600_hp4320,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec07,hit_data5,hit_data5_lp3700_hp4440,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec08,hit_data5,hit_data5_lp3800_hp4560,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec09,hit_data5,hit_data5_lp3900_hp4680,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec10,hit_data5,hit_data5_lp4000_hp4800,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec11,hit_data5,hit_data5_lp4100_hp4920,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec12,hit_data5,hit_data5_lp4200_hp5040,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec13,hit_data5,hit_data5_lp4300_hp5160,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec14,hit_data5,hit_data5_lp4400_hp5280,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec15,hit_data5,hit_data5_lp4500_hp5400,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec16,hit_data5,hit_data5_lp4600_hp5520,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec17,hit_data5,hit_data5_lp5000_hp6000,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec18,hit_data5,hit_data5_lp3000_hp3600,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec19,hit_data5,hit_data5_lp3000_hp3900,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec20,hit_data5,hit_data5_lp3000_hp4200,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec21,hit_data5,hit_data5_lp3000_hp4500,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec22,hit_data5,hit_data5_lp3000_hp4800,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec23,hit_data5,hit_data5_lp3000_hp5100,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
hit_data5_rec24,hit_data5,hit_data5_lp3000_hp5400,2,ch3,data/raw_hit/gdrive_full/HIT-dataset/data5.npy,"432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449",20480,18,"0,20480,40960,61440,81920,102400,122880,143360,163840,184320,204800,225280,245760,266240,286720,307200,327680,348160",368640,25000
